"","V1","V2"
"7797","harmonischstes","0.3489"
"7798","harmonischste","0.3489"
"7799","harmonischster","0.3489"
"7800","harmonischere","0.3489"
"7801","harmonischst","0.3489"
"7802","harmonisiertest","0.0828"
"7803","harmonisiert","0.0828"
"7804","harmonisiere","0.0828"
"7805","harmonisiertet","0.0828"
"7806","harmonisierten","0.0828"
"7807","harmonisierte","0.0828"
"7808","harmonisierest","0.0828"
"7809","harmonisieret","0.0828"
"7810","harmonisier","0.0828"
"7811","harmonisierst","0.0828"
"7812","hartnäckigstes","0.004"
"7813","hartnäckigster","0.004"
"7814","hartnäckigste","0.004"
"7815","hartnäckigerem","0.004"
"7816","hartnäckigstem","0.004"
"7817","hartnäckigsten","0.004"
"7818","hartnäckigeren","0.004"
"7819","hartnäckiges","0.004"
"7820","hartnäckiger","0.004"
"7821","hartnäckigere","0.004"
"7822","hartnäckigst","0.004"
"7823","hartnäckigen","0.004"
"7824","hartnäckigem","0.004"
"7825","hartnäckigeres","0.004"
"7826","hartnäckigerer","0.004"
"7827","hartnäckige","0.004"
"7828","hauptsächlichstes","0.004"
"7829","hauptsächlichster","0.004"
"7830","hauptsächlichere","0.004"
"7831","hauptsächlichstem","0.004"
"7832","hauptsächlichsten","0.004"
"7833","hauptsächliche","0.004"
"7834","hauptsächlicheres","0.004"
"7835","hauptsächlicherer","0.004"
"7836","hauptsächlicher","0.004"
"7837","hauptsächlicheren","0.004"
"7838","hauptsächlicherem","0.004"
"7839","hauptsächliches","0.004"
"7840","hauptsächlichen","0.004"
"7841","hauptsächlichem","0.004"
"7842","hauptsächlichst","0.004"
"7843","hauptsächlichste","0.004"
"7844","heilstes","0.3414"
"7845","heilster","0.3414"
"7846","heilsten","0.3414"
"7847","heilste","0.3414"
"7848","heilstem","0.3414"
"7849","heilere","0.3414"
"7850","heilem","0.3414"
"7851","heilen","0.3414"
"7852","heilerer","0.3414"
"7853","heileres","0.3414"
"7854","heiler","0.3414"
"7855","heiles","0.3414"
"7856","heilst","0.3414"
"7857","heile","0.3414"
"7858","heilerem","0.3414"
"7859","heileren","0.3414"
"7860","heiligsten","0.0727"
"7861","heiligster","0.0727"
"7862","heiligstes","0.0727"
"7863","heiligste","0.0727"
"7864","heiligstem","0.0727"
"7865","heiligeren","0.0727"
"7866","heiliges","0.0727"
"7867","heiliger","0.0727"
"7868","heilige","0.0727"
"7869","heiligerem","0.0727"
"7870","heiligen","0.0727"
"7871","heiligere","0.0727"
"7872","heiligst","0.0727"
"7873","heiligem","0.0727"
"7874","heiligerer","0.0727"
"7875","heiligeres","0.0727"
"7876","heilsamere","0.2007"
"7877","heilsamem","0.2007"
"7878","heilsamst","0.2007"
"7879","heilsames","0.2007"
"7880","heilsamster","0.2007"
"7881","heilsamer","0.2007"
"7882","heilsamstes","0.2007"
"7883","heilsamstem","0.2007"
"7884","heilsamsten","0.2007"
"7885","heilsamen","0.2007"
"7886","heilsamerem","0.2007"
"7887","heilsameren","0.2007"
"7888","heilsamste","0.2007"
"7889","heilsame","0.2007"
"7890","heilsameres","0.2007"
"7891","heilsamerer","0.2007"
"7892","heirateten","0.004"
"7893","heiratetet","0.004"
"7894","heiratten","0.004"
"7895","heirattet","0.004"
"7896","heirattest","0.004"
"7897","heiratete","0.004"
"7898","geheiratet","0.004"
"7899","heiratet","0.004"
"7900","heiratetest","0.004"
"7901","heiratte","0.004"
"7902","heirate","0.004"
"7903","heirat","0.004"
"7904","heiratest","0.004"
"7905","heitere","0.2013"
"7906","heitrerem","0.2013"
"7907","heiterste","0.2013"
"7908","heitererer","0.2013"
"7909","heiterstes","0.2013"
"7910","heitererem","0.2013"
"7911","heiterster","0.2013"
"7912","heitereren","0.2013"
"7913","heitrere","0.2013"
"7914","heiterst","0.2013"
"7915","heitersten","0.2013"
"7916","heiterstem","0.2013"
"7917","heitrer","0.2013"
"7918","heitereres","0.2013"
"7919","heiteres","0.2013"
"7920","heiteren","0.2013"
"7921","heiterer","0.2013"
"7922","heitreren","0.2013"
"7923","heiterem","0.2013"
"7924","heitrerer","0.2013"
"7925","heiterere","0.2013"
"7926","heitreres","0.2013"
"7927","heißstem","0.3557"
"7928","heißsten","0.3557"
"7929","heißen","0.3557"
"7930","heißem","0.3557"
"7931","heiße","0.3557"
"7932","heißer","0.3557"
"7933","heißeren","0.3557"
"7934","heißst","0.3557"
"7935","heißere","0.3557"
"7936","heißerem","0.3557"
"7937","heißes","0.3557"
"7938","heißerer","0.3557"
"7939","heißste","0.3557"
"7940","heißstes","0.3557"
"7941","heißster","0.3557"
"7942","heißeres","0.3557"
"7943","hellem","0.235"
"7944","hellen","0.235"
"7945","helleres","0.235"
"7946","hellerem","0.235"
"7947","helleren","0.235"
"7948","helle","0.235"
"7949","hellere","0.235"
"7950","hellerer","0.235"
"7951","heller","0.235"
"7952","helles","0.235"
"7953","hellst","0.235"
"7954","hellsten","0.235"
"7955","hellstem","0.235"
"7956","hellstes","0.235"
"7957","hellste","0.235"
"7958","hellster","0.235"
"7959","herrlichst","0.4821"
"7960","herrlicheren","0.4821"
"7961","herrlicherem","0.4821"
"7962","herrlichste","0.4821"
"7963","herrlichstes","0.4821"
"7964","herrlichster","0.4821"
"7965","herrlichere","0.4821"
"7966","herrlicheres","0.4821"
"7967","herrlicherer","0.4821"
"7968","herrlichstem","0.4821"
"7969","herrlichsten","0.4821"
"7970","herrlichen","0.4821"
"7971","herrlicher","0.4821"
"7972","herrliches","0.4821"
"7973","herrliche","0.4821"
"7974","herrlichem","0.4821"
"7975","herrschaftlicheren","0.004"
"7976","herrschaftlicherem","0.004"
"7977","herrschaftlichste","0.004"
"7978","herrschaftlichere","0.004"
"7979","herrschaftlichstem","0.004"
"7980","herrschaftlichem","0.004"
"7981","herrschaftlichen","0.004"
"7982","herrschaftlicher","0.004"
"7983","herrschaftlichst","0.004"
"7984","herrschaftliches","0.004"
"7985","herrschaftlichsten","0.004"
"7986","herrschaftliche","0.004"
"7987","herrschaftlichstes","0.004"
"7988","herrschaftlicheres","0.004"
"7989","herrschaftlichster","0.004"
"7990","herrschaftlicherer","0.004"
"7991","hervorragendstes","0.5891"
"7992","hervorragendster","0.5891"
"7993","hervorragendere","0.5891"
"7994","hervorragendstem","0.5891"
"7995","hervorragendsten","0.5891"
"7996","hervorragendste","0.5891"
"7997","hervorragender","0.5891"
"7998","hervorragendes","0.5891"
"7999","hervorragendst","0.5891"
"8000","hervorragenden","0.5891"
"8001","hervorragendem","0.5891"
"8002","hervorragenderen","0.5891"
"8003","hervorragenderer","0.5891"
"8004","hervorragenderem","0.5891"
"8005","hervorragende","0.5891"
"8006","hervorragenderes","0.5891"
"8007","herzigste","0.004"
"8008","herzigen","0.004"
"8009","herzigem","0.004"
"8010","herzigster","0.004"
"8011","herzigere","0.004"
"8012","herzigstes","0.004"
"8013","herzigstem","0.004"
"8014","herzigsten","0.004"
"8015","herzigst","0.004"
"8016","herzige","0.004"
"8017","herzigerer","0.004"
"8018","herzigeres","0.004"
"8019","herzigerem","0.004"
"8020","herzigeren","0.004"
"8021","herziger","0.004"
"8022","herziges","0.004"
"8023","herzlicherer","0.004"
"8024","herzlicheres","0.004"
"8025","herzlichem","0.004"
"8026","herzlichere","0.004"
"8027","herzlichstes","0.004"
"8028","herzliches","0.004"
"8029","herzlicher","0.004"
"8030","herzlichster","0.004"
"8031","herzlichen","0.004"
"8032","herzlichstem","0.004"
"8033","herzlichsten","0.004"
"8034","herzlichste","0.004"
"8035","herzlicherem","0.004"
"8036","herzliche","0.004"
"8037","herzlicheren","0.004"
"8038","herzlichst","0.004"
"8039","hilfreiche","0.0926"
"8040","hilfreichste","0.0926"
"8041","hilfreicherem","0.0926"
"8042","hilfreicheren","0.0926"
"8043","hilfreichere","0.0926"
"8044","hilfreichsten","0.0926"
"8045","hilfreicher","0.0926"
"8046","hilfreiches","0.0926"
"8047","hilfreichstem","0.0926"
"8048","hilfreichster","0.0926"
"8049","hilfreichem","0.0926"
"8050","hilfreichstes","0.0926"
"8051","hilfreichen","0.0926"
"8052","hilfreichst","0.0926"
"8053","hilfreicherer","0.0926"
"8054","hilfreicheres","0.0926"
"8055","hilfsbereiteste","0.3377"
"8056","hilfsbereitestem","0.3377"
"8057","hilfsbereitesten","0.3377"
"8058","hilfsbereitem","0.3377"
"8059","hilfsbereiteren","0.3377"
"8060","hilfsbereiterem","0.3377"
"8061","hilfsbereitestes","0.3377"
"8062","hilfsbereitester","0.3377"
"8063","hilfsbereite","0.3377"
"8064","hilfsbereiten","0.3377"
"8065","hilfsbereitere","0.3377"
"8066","hilfsbereites","0.3377"
"8067","hilfsbereiter","0.3377"
"8068","hilfsbereiteres","0.3377"
"8069","hilfsbereiterer","0.3377"
"8070","hilfsbereitest","0.3377"
"8071","himmlischster","0.2088"
"8072","himmlischstes","0.2088"
"8073","himmlischerer","0.2088"
"8074","himmlischeres","0.2088"
"8075","himmlisches","0.2088"
"8076","himmlischeren","0.2088"
"8077","himmlischste","0.2088"
"8078","himmlischer","0.2088"
"8079","himmlische","0.2088"
"8080","himmlischstem","0.2088"
"8081","himmlischsten","0.2088"
"8082","himmlischen","0.2088"
"8083","himmlischem","0.2088"
"8084","himmlischere","0.2088"
"8085","himmlischst","0.2088"
"8086","himmlischerem","0.2088"
"8087","hinausgehendste","0.004"
"8088","hinausgehendster","0.004"
"8089","hinausgehende","0.004"
"8090","hinausgehenden","0.004"
"8091","hinausgehendstes","0.004"
"8092","hinausgehendem","0.004"
"8093","hinausgehendstem","0.004"
"8094","hinausgehendsten","0.004"
"8095","hinausgehendes","0.004"
"8096","hinausgehender","0.004"
"8097","hinausgehenderes","0.004"
"8098","hinausgehenderer","0.004"
"8099","hinausgehendst","0.004"
"8100","hinausgehendere","0.004"
"8101","hinausgehenderen","0.004"
"8102","hinausgehenderem","0.004"
"8103","hinreichendem","0.004"
"8104","hinreichendstes","0.004"
"8105","hinreichenden","0.004"
"8106","hinreichendst","0.004"
"8107","hinreichendster","0.004"
"8108","hinreichendstem","0.004"
"8109","hinreichendsten","0.004"
"8110","hinreichende","0.004"
"8111","hinreichendes","0.004"
"8112","hinreichendste","0.004"
"8113","hinreichender","0.004"
"8114","hinreichenderes","0.004"
"8115","hinreichenderer","0.004"
"8116","hinreichendere","0.004"
"8117","hinreichenderen","0.004"
"8118","hinreichenderem","0.004"
"8119","hinzufüg","0.004"
"8120","hinzufügten","0.004"
"8121","hinzugefügt","0.004"
"8122","hinzufügst","0.004"
"8123","hinzufügtest","0.004"
"8124","hinzufügte","0.004"
"8125","hinzufügt","0.004"
"8126","hinzufüge","0.004"
"8127","hinzufüget","0.004"
"8128","hinzufügest","0.004"
"8129","hinzufügtet","0.004"
"8130","historisches","0.004"
"8131","historischer","0.004"
"8132","historischere","0.004"
"8133","historischstem","0.004"
"8134","historischsten","0.004"
"8135","historischeren","0.004"
"8136","historischerem","0.004"
"8137","historischste","0.004"
"8138","historischster","0.004"
"8139","historische","0.004"
"8140","historischeres","0.004"
"8141","historischstes","0.004"
"8142","historischerer","0.004"
"8143","historischen","0.004"
"8144","historischem","0.004"
"8145","historischst","0.004"
"8146","hochem","0.004"
"8147","hochen","0.004"
"8148","höchere","0.004"
"8149","höcher","0.004"
"8150","höchstes","0.004"
"8151","hoche","0.004"
"8152","hocher","0.004"
"8153","höchster","0.004"
"8154","hoches","0.004"
"8155","höchst","0.004"
"8156","höchste","0.004"
"8157","höchstem","0.004"
"8158","höchsten","0.004"
"8159","höcherer","0.004"
"8160","höcheres","0.004"
"8161","höcheren","0.004"
"8162","höcherem","0.004"
"8163","hochgestellterer","0.004"
"8164","hochgestellteres","0.004"
"8165","hochgestellteren","0.004"
"8166","hochgestelltster","0.004"
"8167","hochgestelltstes","0.004"
"8168","hochgestelltste","0.004"
"8169","hochgestelltsten","0.004"
"8170","hochgestelltstem","0.004"
"8171","hochgestellte","0.004"
"8172","hochgestelltes","0.004"
"8173","hochgestelltst","0.004"
"8174","hochgestelltere","0.004"
"8175","hochgestellten","0.004"
"8176","hochgestellterem","0.004"
"8177","hochgestelltem","0.004"
"8178","hochgestellter","0.004"
"8179","hochgradigstes","0.004"
"8180","hochgradigen","0.004"
"8181","hochgradigster","0.004"
"8182","hochgradigem","0.004"
"8183","hochgradiger","0.004"
"8184","hochgradigst","0.004"
"8185","hochgradigsten","0.004"
"8186","hochgradigstem","0.004"
"8187","hochgradiges","0.004"
"8188","hochgradigerem","0.004"
"8189","hochgradigeren","0.004"
"8190","hochgradigste","0.004"
"8191","hochgradige","0.004"
"8192","hochgradigerer","0.004"
"8193","hochgradigeres","0.004"
"8194","hochgradigere","0.004"
"8195","hochkarätigerer","0.004"
"8196","hochkarätigeres","0.004"
"8197","hochkarätige","0.004"
"8198","hochkarätigerem","0.004"
"8199","hochkarätigeren","0.004"
"8200","hochkarätigere","0.004"
"8201","hochkarätigem","0.004"
"8202","hochkarätigsten","0.004"
"8203","hochkarätigen","0.004"
"8204","hochkarätigstes","0.004"
"8205","hochkarätigster","0.004"
"8206","hochkarätigst","0.004"
"8207","hochkarätiges","0.004"
"8208","hochkarätigste","0.004"
"8209","hochkarätiger","0.004"
"8210","hochkarätigstem","0.004"
"8211","hochrangiges","0.004"
"8212","hochrangigere","0.004"
"8213","hochrangige","0.004"
"8214","hochrangigstes","0.004"
"8215","hochrangigster","0.004"
"8216","hochrangigst","0.004"
"8217","hochrangigsten","0.004"
"8218","hochrangigeren","0.004"
"8219","hochrangigerer","0.004"
"8220","hochrangigeres","0.004"
"8221","hochrangigstem","0.004"
"8222","hochrangigen","0.004"
"8223","hochrangigem","0.004"
"8224","hochrangigste","0.004"
"8225","hochrangiger","0.004"
"8226","hochrangigerem","0.004"
"8227","hochwertigem","0.0849"
"8228","hochwertigen","0.0849"
"8229","hochwertige","0.0849"
"8230","hochwertiger","0.0849"
"8231","hochwertigere","0.0849"
"8232","hochwertiges","0.0849"
"8233","hochwertigerem","0.0849"
"8234","hochwertigeren","0.0849"
"8235","hochwertigstem","0.0849"
"8236","hochwertigste","0.0849"
"8237","hochwertigerer","0.0849"
"8238","hochwertigeres","0.0849"
"8239","hochwertigsten","0.0849"
"8240","hochwertigstes","0.0849"
"8241","hochwertigster","0.0849"
"8242","hochwertigst","0.0849"
"8243","hofft","0.2318"
"8244","hofften","0.2318"
"8245","hoffe","0.2318"
"8246","hoff","0.2318"
"8247","gehofft","0.2318"
"8248","hoffest","0.2318"
"8249","hofftest","0.2318"
"8250","hoffte","0.2318"
"8251","hoffst","0.2318"
"8252","hoffet","0.2318"
"8253","hofftet","0.2318"
"8254","hoffnungsfrohstes","0.004"
"8255","hoffnungsfroheres","0.004"
"8256","hoffnungsfrohes","0.004"
"8257","hoffnungsfroher","0.004"
"8258","hoffnungsfrohster","0.004"
"8259","hoffnungsfrohen","0.004"
"8260","hoffnungsfrohem","0.004"
"8261","hoffnungsfrohstem","0.004"
"8262","hoffnungsfrohsten","0.004"
"8263","hoffnungsfrohe","0.004"
"8264","hoffnungsfroherer","0.004"
"8265","hoffnungsfroherem","0.004"
"8266","hoffnungsfroheren","0.004"
"8267","hoffnungsfrohere","0.004"
"8268","hoffnungsfrohste","0.004"
"8269","hoffnungsfrohst","0.004"
"8270","hoffnungsvollsten","0.1853"
"8271","hoffnungsvollerem","0.1853"
"8272","hoffnungsvolleren","0.1853"
"8273","hoffnungsvollstem","0.1853"
"8274","hoffnungsvollem","0.1853"
"8275","hoffnungsvollere","0.1853"
"8276","hoffnungsvollen","0.1853"
"8277","hoffnungsvollerer","0.1853"
"8278","hoffnungsvollste","0.1853"
"8279","hoffnungsvolle","0.1853"
"8280","hoffnungsvollst","0.1853"
"8281","hoffnungsvollstes","0.1853"
"8282","hoffnungsvoller","0.1853"
"8283","hoffnungsvolleres","0.1853"
"8284","hoffnungsvolles","0.1853"
"8285","hoffnungsvollster","0.1853"
"8286","humanstes","0.004"
"8287","humanere","0.004"
"8288","humanster","0.004"
"8289","humaneres","0.004"
"8290","humansten","0.004"
"8291","humanstem","0.004"
"8292","humanerer","0.004"
"8293","humaneren","0.004"
"8294","humanerem","0.004"
"8295","humanes","0.004"
"8296","humaner","0.004"
"8297","humanste","0.004"
"8298","humane","0.004"
"8299","humanst","0.004"
"8300","humanem","0.004"
"8301","humanen","0.004"
"8302","humanitären","0.004"
"8303","humanitärem","0.004"
"8304","humanitäreres","0.004"
"8305","humanitärstem","0.004"
"8306","humanitärerer","0.004"
"8307","humanitärst","0.004"
"8308","humanitärere","0.004"
"8309","humanitärster","0.004"
"8310","humanitäreren","0.004"
"8311","humanitärstes","0.004"
"8312","humanitäre","0.004"
"8313","humanitäres","0.004"
"8314","humanitärsten","0.004"
"8315","humanitärer","0.004"
"8316","humanitärste","0.004"
"8317","humanitärerem","0.004"
"8318","humorvollstem","0.317"
"8319","humorvollsten","0.317"
"8320","humorvollere","0.317"
"8321","humorvollster","0.317"
"8322","humorvollstes","0.317"
"8323","humorvolle","0.317"
"8324","humorvollst","0.317"
"8325","humorvollen","0.317"
"8326","humorvollste","0.317"
"8327","humorvollem","0.317"
"8328","humorvoller","0.317"
"8329","humorvollerer","0.317"
"8330","humorvolleres","0.317"
"8331","humorvolles","0.317"
"8332","humorvollerem","0.317"
"8333","humorvolleren","0.317"
"8334","hundertprozentigste","0.0796"
"8335","hundertprozentigeres","0.0796"
"8336","hundertprozentigerer","0.0796"
"8337","hundertprozentiges","0.0796"
"8338","hundertprozentiger","0.0796"
"8339","hundertprozentigst","0.0796"
"8340","hundertprozentigen","0.0796"
"8341","hundertprozentigem","0.0796"
"8342","hundertprozentigstem","0.0796"
"8343","hundertprozentigsten","0.0796"
"8344","hundertprozentige","0.0796"
"8345","hundertprozentigerem","0.0796"
"8346","hundertprozentigstes","0.0796"
"8347","hundertprozentigeren","0.0796"
"8348","hundertprozentigster","0.0796"
"8349","hundertprozentigere","0.0796"
"8350","höchstmöglichster","0.004"
"8351","höchstmöglicherem","0.004"
"8352","höchstmöglichstes","0.004"
"8353","höchstmöglichere","0.004"
"8354","höchstmöglicheren","0.004"
"8355","höchstmöglicheres","0.004"
"8356","höchstmöglicherer","0.004"
"8357","höchstmöglichsten","0.004"
"8358","höchstmöglichstem","0.004"
"8359","höchstmöglichen","0.004"
"8360","höchstmöglichem","0.004"
"8361","höchstmöglichst","0.004"
"8362","höchstmögliches","0.004"
"8363","höchstmöglicher","0.004"
"8364","höchstmöglichste","0.004"
"8365","höchstmögliche","0.004"
"8366","höflichere","0.004"
"8367","höfliches","0.004"
"8368","höflichem","0.004"
"8369","höflichen","0.004"
"8370","höflicher","0.004"
"8371","höflicherem","0.004"
"8372","höflicheren","0.004"
"8373","höflichste","0.004"
"8374","höflichst","0.004"
"8375","höflicherer","0.004"
"8376","höflicheres","0.004"
"8377","höflichster","0.004"
"8378","höflichstes","0.004"
"8379","höfliche","0.004"
"8380","höflichsten","0.004"
"8381","höflichstem","0.004"
"8382","hörenswerten","0.004"
"8383","hörenswertestem","0.004"
"8384","hörenswertesten","0.004"
"8385","hörenswertem","0.004"
"8386","hörenswertestes","0.004"
"8387","hörenswerteste","0.004"
